YEAR,MONTH,DAY,GRID_NO,TEMPERATURE_AVG
2010,10,7,,12.45
2010,10,8,,15.6
2010,10,9,,15.35
2010,10,10,,13.8
2010,10,11,,10.35
2010,10,12,,8.7
2010,10,13,,8.1
2010,10,14,,9.25
2010,10,15,,11.0
2010,10,16,,8.15
2010,10,17,,6.25
2010,10,18,,6.7
2010,10,19,,9.25
2010,10,20,,5.8
2010,10,21,,5.7
2010,10,22,,8.2
2010,10,23,,6.65
2010,10,24,,7.2
2010,10,25,,6.05
2010,10,26,,4.65
2010,10,27,,8.3
2010,10,28,,10.85
2010,10,29,,10.95
2010,10,30,,11.2
2010,10,31,,10.35
2010,11,1,,8.3
2010,11,2,,9.8
2010,11,3,,13.850000000000001
2010,11,4,,15.05
2010,11,5,,13.75
2010,11,6,,9.600000000000001
2010,11,7,,6.9
2010,11,8,,4.4
2010,11,9,,6.199999999999999
2010,11,10,,5.75
2010,11,11,,6.3
2010,11,12,,11.899999999999999
2010,11,13,,11.55
2010,11,14,,9.45
2010,11,15,,7.300000000000001
2010,11,16,,5.050000000000001
2010,11,17,,3.9499999999999997
2010,11,18,,5.8
2010,11,19,,7.15
2010,11,20,,5.4
2010,11,21,,2.8499999999999996
2010,11,22,,2.5
2010,11,23,,3.1500000000000004
2010,11,24,,3.7
2010,11,25,,1.5
2010,11,26,,0.45000000000000007
2010,11,27,,-0.3999999999999999
2010,11,28,,-1.35
2010,11,29,,-2.75
2010,11,30,,-1.85
2010,12,1,,-4.55
2010,12,2,,-5.75
2010,12,3,,-6.4
2010,12,4,,-2.95
2010,12,5,,1.85
2010,12,6,,0.1499999999999999
2010,12,7,,-1.9500000000000002
2010,12,8,,0.55
2010,12,9,,2.1
2010,12,10,,4.1
2010,12,11,,6.199999999999999
2010,12,12,,3.75
2010,12,13,,-1.0499999999999998
2010,12,14,,4.25
2010,12,15,,-0.6499999999999999
2010,12,16,,2.8
2010,12,17,,-2.7
2010,12,18,,-3.9
2010,12,19,,-2.25
2010,12,20,,-3.5
2010,12,21,,-0.4999999999999999
2010,12,22,,0.2
2010,12,23,,0.30000000000000004
2010,12,24,,-0.19999999999999996
2010,12,25,,-1.0
2010,12,26,,0.3500000000000001
2010,12,27,,-0.8
2010,12,28,,0.20000000000000007
2010,12,29,,2.2
2010,12,30,,1.15
2010,12,31,,1.65
2011,1,1,,3.9
2011,1,2,,2.6500000000000004
2011,1,3,,1.75
2011,1,4,,1.05
2011,1,5,,1.8499999999999999
2011,1,6,,7.65
2011,1,7,,7.550000000000001
2011,1,8,,8.3
2011,1,9,,4.35
2011,1,10,,0.9
2011,1,11,,3.85
2011,1,12,,6.9
2011,1,13,,10.7
2011,1,14,,10.5
2011,1,15,,9.0
2011,1,16,,10.100000000000001
2011,1,17,,7.800000000000001
2011,1,18,,5.1
2011,1,19,,3.2
2011,1,20,,2.65
2011,1,21,,1.4
2011,1,22,,3.3000000000000003
2011,1,23,,4.4
2011,1,24,,5.2
2011,1,25,,3.85
2011,1,26,,3.9000000000000004
2011,1,27,,0.5
2011,1,28,,-1.0
2011,1,29,,-0.8499999999999999
2011,1,30,,-2.1
2011,1,31,,-2.25
2011,2,1,,-0.8
2011,2,2,,3.45
2011,2,3,,6.8
2011,2,4,,7.699999999999999
2011,2,5,,10.3
2011,2,6,,9.4
2011,2,7,,8.0
2011,2,8,,6.4
2011,2,9,,3.55
2011,2,10,,7.8
2011,2,11,,11.3
2011,2,12,,7.6000000000000005
2011,2,13,,4.75
2011,2,14,,6.050000000000001
2011,2,15,,4.3
2011,2,16,,4.75
2011,2,17,,5.9
2011,2,18,,2.0500000000000003
2011,2,19,,2.7
2011,2,20,,3.6
2011,2,21,,2.9
2011,2,22,,1.65
2011,2,23,,0.7
2011,2,24,,7.0
2011,2,25,,9.35
2011,2,26,,7.449999999999999
2011,2,27,,5.800000000000001
2011,2,28,,3.25
2011,3,1,,4.35
2011,3,2,,4.3
2011,3,3,,2.8499999999999996
2011,3,4,,3.0
2011,3,5,,1.95
2011,3,6,,3.15
2011,3,7,,3.0
2011,3,8,,4.45
2011,3,9,,7.3
2011,3,10,,6.65
2011,3,11,,8.25
2011,3,12,,8.4
2011,3,13,,10.45
2011,3,14,,9.05
2011,3,15,,10.350000000000001
2011,3,16,,9.95
2011,3,17,,5.25
2011,3,18,,6.5
2011,3,19,,6.6499999999999995
2011,3,20,,5.0
2011,3,21,,6.8500000000000005
2011,3,22,,7.449999999999999
2011,3,23,,8.85
2011,3,24,,9.799999999999999
2011,3,25,,10.5
2011,3,26,,8.200000000000001
2011,3,27,,10.100000000000001
2011,3,28,,7.65
2011,3,29,,8.399999999999999
2011,3,30,,10.850000000000001
2011,3,31,,11.65
2011,4,1,,14.25
2011,4,2,,15.9
2011,4,3,,11.65
2011,4,4,,9.8
2011,4,5,,8.75
2011,4,6,,16.1
2011,4,7,,14.149999999999999
2011,4,8,,11.75
2011,4,9,,10.95
2011,4,10,,13.75
2011,4,11,,13.850000000000001
2011,4,12,,8.35
2011,4,13,,8.4
2011,4,14,,9.55
2011,4,15,,11.85
2011,4,16,,10.149999999999999
2011,4,17,,10.25
2011,4,18,,12.35
2011,4,19,,16.35
2011,4,20,,16.35
2011,4,21,,16.05
2011,4,22,,18.3
2011,4,23,,17.5
2011,4,24,,18.0
2011,4,25,,14.350000000000001
2011,4,26,,12.3
2011,4,27,,10.8
2011,4,28,,11.100000000000001
2011,4,29,,14.100000000000001
2011,4,30,,16.549999999999997
2011,5,1,,16.0
2011,5,2,,12.85
2011,5,3,,10.0
2011,5,4,,9.1
2011,5,5,,11.899999999999999
2011,5,6,,16.0
2011,5,7,,18.8
2011,5,8,,17.85
2011,5,9,,16.6
2011,5,10,,16.15
2011,5,11,,13.6
2011,5,12,,13.4
2011,5,13,,13.05
2011,5,14,,11.6
2011,5,15,,11.9
2011,5,16,,12.350000000000001
2011,5,17,,14.05
2011,5,18,,14.149999999999999
2011,5,19,,13.75
2011,5,20,,13.95
2011,5,21,,14.0
2011,5,22,,14.45
2011,5,23,,15.7
2011,5,24,,13.4
2011,5,25,,14.75
2011,5,26,,13.45
2011,5,27,,12.45
2011,5,28,,11.95
2011,5,29,,16.0
2011,5,30,,18.25
2011,5,31,,12.75
2011,6,1,,12.9
2011,6,2,,14.9
2011,6,3,,20.05
2011,6,4,,22.799999999999997
2011,6,5,,20.0
2011,6,6,,14.549999999999999
2011,6,7,,14.3
2011,6,8,,13.600000000000001
2011,6,9,,13.55
2011,6,10,,12.85
2011,6,11,,12.05
2011,6,12,,12.5
2011,6,13,,16.55
2011,6,14,,17.2
2011,6,15,,17.7
2011,6,16,,14.65
2011,6,17,,13.0
2011,6,18,,14.299999999999999
2011,6,19,,13.8
2011,6,20,,13.0
2011,6,21,,17.9
2011,6,22,,16.05
2011,6,23,,15.899999999999999
2011,6,24,,15.2
2011,6,25,,14.65
2011,6,26,,20.15
2011,6,27,,25.0
2011,6,28,,24.75
2011,6,29,,15.65
2011,6,30,,14.75
2011,7,1,,14.0
2011,7,2,,12.75
2011,7,3,,14.0
2011,7,4,,15.05
2011,7,5,,19.6
2011,7,6,,18.0
2011,7,7,,17.7
2011,7,8,,17.15
2011,7,9,,15.05
2011,7,10,,15.15
2011,7,11,,16.15
2011,7,12,,19.15
2011,7,13,,14.4
2011,7,14,,13.5
2011,7,15,,17.15
2011,7,16,,15.75
2011,7,17,,14.45
2011,7,18,,15.25
2011,7,19,,14.45
2011,7,20,,14.65
2011,7,21,,16.9
2011,7,22,,13.75
2011,7,23,,13.35
2011,7,24,,15.850000000000001
2011,7,25,,15.9
2011,7,26,,14.25
2011,7,27,,15.6
2011,7,28,,16.5
2011,7,29,,16.95
2011,7,30,,14.85
2011,7,31,,15.1
2011,8,1,,16.2
2011,8,2,,18.1
2011,8,3,,20.15
2011,8,4,,19.55
2011,8,5,,18.7
2011,8,6,,16.8
2011,8,7,,15.75
2011,8,8,,15.45
2011,8,9,,14.65
2011,8,10,,15.15
2011,8,11,,16.1
2011,8,12,,17.0
2011,8,13,,17.65
2011,8,14,,16.35
2011,8,15,,16.1
2011,8,16,,18.75
2011,8,17,,17.65
2011,8,18,,16.55
2011,8,19,,17.200000000000003
2011,8,20,,17.6
2011,8,21,,20.450000000000003
2011,8,22,,17.35
2011,8,23,,19.1
2011,8,24,,15.05
2011,8,25,,15.75
2011,8,26,,16.25
2011,8,27,,14.85
2011,8,28,,14.45
2011,8,29,,13.7
2011,8,30,,12.649999999999999
2011,8,31,,12.850000000000001
2011,9,1,,14.549999999999999
2011,9,2,,19.15
2011,9,3,,21.15
2011,9,4,,16.45
2011,9,5,,14.85
2011,9,6,,15.35
2011,9,7,,14.700000000000001
2011,9,8,,14.6
2011,9,9,,18.15
2011,9,10,,20.85
2011,9,11,,16.35
2011,9,12,,17.55
2011,9,13,,16.1
2011,9,14,,14.200000000000001
2011,9,15,,14.1
2011,9,16,,14.9
2011,9,17,,13.8
2011,9,18,,12.2
2011,9,19,,12.8
2011,9,20,,15.35
2011,9,21,,15.35
2011,9,22,,14.5
2011,9,23,,13.65
2011,9,24,,13.450000000000001
2011,9,25,,16.0
2011,9,26,,17.65
2011,9,27,,17.7
2011,9,28,,17.95
2011,9,29,,19.0
2011,9,30,,18.2
2011,10,1,,19.35
2011,10,2,,18.4
2011,10,3,,18.6
2011,10,4,,16.85
2011,10,5,,17.0
2011,10,6,,12.9
2011,10,7,,11.5
2011,10,8,,10.3
2011,10,9,,13.95
2011,10,10,,17.05
2011,10,11,,16.3
2011,10,12,,15.5
2011,10,13,,11.4
2011,10,14,,9.25
2011,10,15,,7.6499999999999995
2011,10,16,,8.75
2011,10,17,,11.299999999999999
2011,10,18,,10.0
2011,10,19,,8.25
2011,10,20,,6.45
2011,10,21,,7.45
2011,10,22,,5.05
2011,10,23,,9.95
2011,10,24,,10.100000000000001
2011,10,25,,12.0
2011,10,26,,11.1
2011,10,27,,11.3
2011,10,28,,14.9
2011,10,29,,14.350000000000001
2011,10,30,,12.149999999999999
2011,10,31,,13.4
2011,11,1,,12.75
2011,11,2,,11.0
2011,11,3,,14.600000000000001
2011,11,4,,13.75
2011,11,5,,13.3
2011,11,6,,12.5
2011,11,7,,10.350000000000001
2011,11,8,,9.05
2011,11,9,,10.75
2011,11,10,,11.0
2011,11,11,,7.0
2011,11,12,,9.25
2011,11,13,,8.0
2011,11,14,,4.7
2011,11,15,,0.8
2011,11,16,,0.5000000000000001
2011,11,17,,5.300000000000001
2011,11,18,,7.25
2011,11,19,,4.3
2011,11,20,,5.55
2011,11,21,,3.5999999999999996
2011,11,22,,8.05
2011,11,23,,8.35
2011,11,24,,6.5
2011,11,25,,9.95
2011,11,26,,7.5
2011,11,27,,8.2
2011,11,28,,4.4
2011,11,29,,7.75
2011,11,30,,7.5
2011,12,1,,8.5
2011,12,2,,8.2
2011,12,3,,8.9
2011,12,4,,8.1
2011,12,5,,4.85
2011,12,6,,4.4
2011,12,7,,6.75
2011,12,8,,6.25
2011,12,9,,7.35
2011,12,10,,3.6500000000000004
2011,12,11,,3.0
2011,12,12,,6.9
2011,12,13,,6.65
